framework,time_train_s,metric_error,time_infer_s,bestdiff,loss_rescaled,time_train_s_rescaled,time_infer_s_rescaled,rank,rank=1_count,rank=2_count,rank=3_count,rank>3_count,error_count
LightGBM_r55,70.63355511305284,76343.08689489796,0.00045834117462953216,0.22272389086999309,0.06531760105665571,31.036284420189457,99.00283891438848,201.8673469387755,0,0,0,98,6
LightGBM_r100,17.554252457875076,80279.33603870968,0.0002334492756728562,0.21903440978675623,0.06314781628293988,12.472352568229535,53.40806555904907,201.88172043010752,0,0,0,93,11
LightGBM_r88,18.854248689350328,79140.57295768421,0.00017284767209661646,0.22137449087135058,0.06427985608545911,9.001221265824258,35.01075403617302,201.97894736842105,0,0,1,94,9
LightGBM_r97,18.449768092042657,80161.62572817205,0.0002444498048695348,0.22154981004734192,0.06311697970178434,12.896375908588556,55.76998430421455,202.05913978494624,0,0,1,92,11
CatBoost_r83,23.269413870573043,96999.7182595,0.0005643115765396898,0.22129569963632978,0.05732465289880414,25.98938723402759,2.114506931445102,202.3,0,0,1,79,24
LightGBM_r63,28.432331046279597,75491.68733255102,0.0001678416455376381,0.2161226948980747,0.06321129177884822,11.721365033267555,35.90709077207675,203.1734693877551,2,0,0,96,6
CatBoost_r85,108.52511764764786,95862.000988,0.0007611458395397699,0.22513408586002281,0.06366862868918641,185.77817820334354,9.629046426441658,203.325,0,0,0,80,24
LightGBM_r4,67.08570692585964,73927.80886509805,0.0002351040335274292,0.23196828411811815,0.06332085194371466,28.406110074046953,96.56102721882223,203.34803921568627,0,0,0,102,2
CatBoost_r38,108.55388285432544,91339.60945119048,0.0010883463584903021,0.2192025769159439,0.0702794321694132,132.07118732732818,13.690688929270792,203.57142857142858,0,0,0,84,20
LightGBM_r59,26.62505301407405,76270.43421255103,0.00017332609143731138,0.2222828951205488,0.06244964397896278,11.751850161800188,38.75970756144585,203.97448979591837,0,0,0,98,6
LightGBM_r45,27.87713190040203,76289.19847040404,0.00019971266070957207,0.2306691124895532,0.06247345346714466,15.686399682928075,56.68597526582083,205.13636363636363,0,0,0,99,5
LightGBM_r24,36.481099600839144,74128.86594960395,0.00018985588163396769,0.2348727765246527,0.06307425580063694,22.254076654024125,88.45261392784253,207.4851485148515,0,0,0,101,3
LightGBM_r20,100.83812100108307,75067.62108148515,0.0004383146933252842,0.23529711564288783,0.06586867642263414,40.90616525524863,129.45425333082906,208.6039603960396,0,0,1,100,3
LightGBM_c4,67.60765869243473,74296.57100264706,0.00020785784809867585,0.22903636676510059,0.06334484072993933,28.366839759762488,90.93108551434071,208.80392156862746,1,0,0,101,2
CatBoost_r91,60.78770311572884,97329.04516556962,0.0006450081274537198,0.2232807528202994,0.0627711221725295,111.89278515663923,7.404824657704585,208.8860759493671,0,0,0,79,25
CatBoost_r79,20.705791172385215,96575.04323175001,0.0005699030233493339,0.21989435019234413,0.0617918834642721,29.597385939824374,2.6638373655336576,208.93125,1,0,0,79,24
LightGBM_r79,64.65586515308655,77959.54537371136,0.0005518822482108661,0.228582664266054,0.06590431990262956,28.062307207726654,122.9666522759903,210.159793814433,0,0,0,97,7
CatBoost_r25,83.03122258734429,89123.7654751724,0.0005865248552494724,0.21623470287310909,0.06434003812959709,127.49983138371995,3.754143904251138,211.48850574712642,0,0,0,87,17
CatBoost_r57,28.09720339135426,94189.35451731709,0.0005737551682067274,0.22218064366601678,0.06564545529404923,41.94259276202293,3.3299385479074393,211.71341463414635,1,0,0,81,22
LightGBM_r16,89.46983640028698,74929.3648659406,0.0004091072161904067,0.24040270338412423,0.07038136838592052,36.71595148758232,142.97688625411496,212.12376237623764,0,0,0,101,3
LightGBM_c2,39.754203941307814,73448.23534,0.00013022516235547347,0.23244307628201646,0.06336992476780866,17.37455434650129,49.370051573898834,212.92156862745097,0,0,1,101,2
LightGBM_r23,67.44828426247776,74816.2711282178,0.0003488953183653237,0.23933646074228127,0.07031962100805628,31.447890129915834,132.58855516442043,212.95544554455446,0,0,0,101,3
LightGBM_r78,22.901995823555385,77839.21321783504,0.00014672139784506694,0.2300041071304988,0.06436542981407037,9.113701916480487,33.83975545120518,213.78865979381445,0,0,0,97,7
LightGBM_r99,10.943678881532403,81268.79617935485,0.0001582502148467498,0.22489273038990207,0.06326783121455147,7.519707799530427,31.06964935846796,213.80645161290323,0,0,0,93,11
